comparator_mode,system_id,seed,badness_target,mean_absolute_margin,mean_relative_margin,deployable,diagnostic
per_system_calibration_selected_baseline,heat_exchanger,4,bad_event,-0.09285714285714286,-0.01666666666666667,True,False
per_system_calibration_selected_baseline,heat_exchanger,4,bad_rmse,0.019047619047619042,0.09166666666666666,True,False
per_system_calibration_selected_baseline,heat_exchanger,4,bad_rmse_or_event,0.010119047619047616,0.075,True,False
per_system_calibration_selected_baseline,heat_exchanger,5,bad_event,1.1102230246251566e-17,0.01428571428571429,True,False
per_system_calibration_selected_baseline,heat_exchanger,5,bad_rmse,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,5,bad_rmse_or_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,6,bad_event,-0.07857142857142857,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,6,bad_rmse,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,6,bad_rmse_or_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,7,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,7,bad_rmse,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,7,bad_rmse_or_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,8,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,8,bad_rmse,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,8,bad_rmse_or_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,9,bad_event,0.05357142857142856,0.3,True,False
per_system_calibration_selected_baseline,heat_exchanger,9,bad_rmse,0.0,0.0,True,False
per_system_calibration_selected_baseline,heat_exchanger,9,bad_rmse_or_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,0,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,0,bad_rmse,0.004444444444444442,0.11666666666666667,True,False
per_system_calibration_selected_baseline,two_tank,0,bad_rmse_or_event,0.004444444444444442,0.11666666666666667,True,False
per_system_calibration_selected_baseline,two_tank,1,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,1,bad_rmse,-0.03222222222222222,-0.06666666666666667,True,False
per_system_calibration_selected_baseline,two_tank,1,bad_rmse_or_event,-0.03222222222222222,-0.06666666666666667,True,False
per_system_calibration_selected_baseline,two_tank,2,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,2,bad_rmse,0.007777777777777777,0.016666666666666666,True,False
per_system_calibration_selected_baseline,two_tank,2,bad_rmse_or_event,0.002222222222222222,0.016666666666666666,True,False
per_system_calibration_selected_baseline,two_tank,3,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,3,bad_rmse,0.02222222222222222,0.05694444444444444,True,False
per_system_calibration_selected_baseline,two_tank,3,bad_rmse_or_event,0.02222222222222222,0.05694444444444444,True,False
per_system_calibration_selected_baseline,two_tank,4,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,4,bad_rmse,-0.04111111111111111,0.012222222222222223,True,False
per_system_calibration_selected_baseline,two_tank,4,bad_rmse_or_event,-0.04111111111111111,0.012222222222222223,True,False
per_system_calibration_selected_baseline,two_tank,5,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,5,bad_rmse,-0.02,-0.016666666666666666,True,False
per_system_calibration_selected_baseline,two_tank,5,bad_rmse_or_event,-0.02,-0.016666666666666666,True,False
per_system_calibration_selected_baseline,two_tank,6,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,6,bad_rmse,-0.013333333333333332,-0.004166666666666668,True,False
per_system_calibration_selected_baseline,two_tank,6,bad_rmse_or_event,-0.013333333333333332,-0.004166666666666668,True,False
per_system_calibration_selected_baseline,two_tank,7,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,7,bad_rmse,0.025555555555555554,0.07222222222222222,True,False
per_system_calibration_selected_baseline,two_tank,7,bad_rmse_or_event,-0.0077777777777777776,0.06111111111111111,True,False
per_system_calibration_selected_baseline,two_tank,8,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,8,bad_rmse,0.0022222222222222235,0.05555555555555556,True,False
per_system_calibration_selected_baseline,two_tank,8,bad_rmse_or_event,-0.0033333333333333327,0.061111111111111116,True,False
per_system_calibration_selected_baseline,two_tank,9,bad_event,0.0,0.0,True,False
per_system_calibration_selected_baseline,two_tank,9,bad_rmse,-0.0033333333333333335,0.020833333333333332,True,False
per_system_calibration_selected_baseline,two_tank,9,bad_rmse_or_event,-0.0033333333333333335,0.020833333333333332,True,False
per_system_target_calibration_selected_baseline,cstr,0,bad_event,0.03928571428571429,0.10000000000000002,True,False
per_system_target_calibration_selected_baseline,cstr,0,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,0,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,1,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,1,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,1,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,2,bad_event,0.03928571428571428,0.2,True,False
per_system_target_calibration_selected_baseline,cstr,2,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,2,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,3,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,3,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,3,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,4,bad_event,-0.01428571428571428,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,4,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,4,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,5,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,5,bad_rmse,0.00238095238095238,0.03333333333333333,True,False
per_system_target_calibration_selected_baseline,cstr,5,bad_rmse_or_event,0.00238095238095238,0.03333333333333333,True,False
per_system_target_calibration_selected_baseline,cstr,6,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,6,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,6,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,7,bad_event,-0.05357142857142857,0.1,True,False
per_system_target_calibration_selected_baseline,cstr,7,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,7,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,8,bad_event,-0.03928571428571428,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,8,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,8,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,9,bad_event,0.03928571428571428,0.4,True,False
per_system_target_calibration_selected_baseline,cstr,9,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,cstr,9,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,0,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,0,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,0,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,1,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,1,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,1,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,2,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,2,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,2,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,3,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,3,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,3,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,4,bad_event,-0.09285714285714286,-0.01666666666666667,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,4,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,4,bad_rmse_or_event,0.010119047619047616,0.075,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,5,bad_event,1.1102230246251566e-17,0.01428571428571429,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,5,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,5,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,6,bad_event,-0.07857142857142857,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,6,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,6,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,7,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,7,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,7,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,8,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,8,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,8,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,9,bad_event,0.05357142857142856,0.3,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,9,bad_rmse,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,heat_exchanger,9,bad_rmse_or_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,0,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,0,bad_rmse,-0.04555555555555556,0.016666666666666666,True,False
per_system_target_calibration_selected_baseline,two_tank,0,bad_rmse_or_event,-0.04555555555555556,0.016666666666666666,True,False
per_system_target_calibration_selected_baseline,two_tank,1,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,1,bad_rmse,-0.015555555555555553,-0.03333333333333333,True,False
per_system_target_calibration_selected_baseline,two_tank,1,bad_rmse_or_event,-0.015555555555555553,-0.03333333333333333,True,False
per_system_target_calibration_selected_baseline,two_tank,2,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,2,bad_rmse,-0.008888888888888889,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,2,bad_rmse_or_event,-0.008888888888888889,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,3,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,3,bad_rmse,0.05333333333333333,0.10972222222222223,True,False
per_system_target_calibration_selected_baseline,two_tank,3,bad_rmse_or_event,0.05333333333333333,0.10972222222222223,True,False
per_system_target_calibration_selected_baseline,two_tank,4,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,4,bad_rmse,-0.04111111111111111,0.012222222222222223,True,False
per_system_target_calibration_selected_baseline,two_tank,4,bad_rmse_or_event,-0.04111111111111111,0.012222222222222223,True,False
per_system_target_calibration_selected_baseline,two_tank,5,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,5,bad_rmse,-0.008888888888888889,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,5,bad_rmse_or_event,-0.008888888888888889,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,6,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,6,bad_rmse,-0.002222222222222222,0.020833333333333332,True,False
per_system_target_calibration_selected_baseline,two_tank,6,bad_rmse_or_event,-0.002222222222222222,0.020833333333333332,True,False
per_system_target_calibration_selected_baseline,two_tank,7,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,7,bad_rmse,0.07555555555555556,0.125,True,False
per_system_target_calibration_selected_baseline,two_tank,7,bad_rmse_or_event,0.07555555555555556,0.125,True,False
per_system_target_calibration_selected_baseline,two_tank,8,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,8,bad_rmse,0.0022222222222222235,0.05555555555555556,True,False
per_system_target_calibration_selected_baseline,two_tank,8,bad_rmse_or_event,-0.02,0.03333333333333333,True,False
per_system_target_calibration_selected_baseline,two_tank,9,bad_event,0.0,0.0,True,False
per_system_target_calibration_selected_baseline,two_tank,9,bad_rmse,-0.0033333333333333335,0.0125,True,False
per_system_target_calibration_selected_baseline,two_tank,9,bad_rmse_or_event,-0.0033333333333333335,0.0125,True,False
row_wise_strongest_baseline_envelope,cstr,0,bad_event,-0.03928571428571428,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,0,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,0,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,1,bad_event,-0.05714285714285712,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,1,bad_rmse,-0.006547619047619047,-0.011666666666666665,False,True
row_wise_strongest_baseline_envelope,cstr,1,bad_rmse_or_event,-0.006547619047619047,-0.011666666666666665,False,True
row_wise_strongest_baseline_envelope,cstr,2,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,2,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,2,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,3,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,3,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,3,bad_rmse_or_event,-0.004166666666666667,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,4,bad_event,-0.01428571428571428,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,4,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,4,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,5,bad_event,-0.1571428571428571,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,5,bad_rmse,-0.006547619047619047,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,5,bad_rmse_or_event,-0.006547619047619047,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,6,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,6,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,6,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,7,bad_event,-0.06785714285714285,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,7,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,7,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,8,bad_event,-0.03928571428571428,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,8,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,8,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,9,bad_event,-0.07857142857142856,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,9,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,cstr,9,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,0,bad_event,-0.02857142857142857,-0.039999999999999994,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,0,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,0,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,1,bad_event,-0.06785714285714285,-0.07333333333333332,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,1,bad_rmse,-0.0047619047619047615,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,1,bad_rmse_or_event,-0.01666666666666666,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,2,bad_event,-0.02857142857142857,-0.039999999999999994,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,2,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,2,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,3,bad_event,-0.11785714285714285,-0.375,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,3,bad_rmse,-0.004166666666666667,-0.016666666666666666,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,3,bad_rmse_or_event,-0.004166666666666667,-0.016666666666666666,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,4,bad_event,-0.10714285714285714,-0.01666666666666667,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,4,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,4,bad_rmse_or_event,-0.006547619047619047,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,5,bad_event,-0.02857142857142856,-0.01999999999999999,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,5,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,5,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,6,bad_event,-0.07857142857142857,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,6,bad_rmse,-0.00238095238095238,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,6,bad_rmse_or_event,-0.00238095238095238,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,7,bad_event,-0.09285714285714286,-0.175,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,7,bad_rmse,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,7,bad_rmse_or_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,8,bad_event,-0.01428571428571429,-0.01666666666666667,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,8,bad_rmse,-0.004166666666666667,-0.016666666666666666,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,8,bad_rmse_or_event,-0.004166666666666667,-0.016666666666666666,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,9,bad_event,-0.06785714285714285,-0.07333333333333332,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,9,bad_rmse,-0.004166666666666667,0.0,False,True
row_wise_strongest_baseline_envelope,heat_exchanger,9,bad_rmse_or_event,-0.0125,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,0,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,0,bad_rmse,-0.04888888888888889,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,0,bad_rmse_or_event,-0.04888888888888889,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,1,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,1,bad_rmse,-0.06333333333333334,-0.1027777777777778,False,True
row_wise_strongest_baseline_envelope,two_tank,1,bad_rmse_or_event,-0.06333333333333334,-0.1027777777777778,False,True
row_wise_strongest_baseline_envelope,two_tank,2,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,2,bad_rmse,-0.02666666666666667,-0.03333333333333333,False,True
row_wise_strongest_baseline_envelope,two_tank,2,bad_rmse_or_event,-0.02666666666666667,-0.03333333333333333,False,True
row_wise_strongest_baseline_envelope,two_tank,3,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,3,bad_rmse,-0.03666666666666667,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,3,bad_rmse_or_event,-0.03666666666666667,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,4,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,4,bad_rmse,-0.06777777777777777,-0.008333333333333331,False,True
row_wise_strongest_baseline_envelope,two_tank,4,bad_rmse_or_event,-0.06777777777777777,-0.008333333333333331,False,True
row_wise_strongest_baseline_envelope,two_tank,5,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,5,bad_rmse,-0.043333333333333335,-0.016666666666666666,False,True
row_wise_strongest_baseline_envelope,two_tank,5,bad_rmse_or_event,-0.043333333333333335,-0.016666666666666666,False,True
row_wise_strongest_baseline_envelope,two_tank,6,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,6,bad_rmse,-0.029999999999999995,-0.0375,False,True
row_wise_strongest_baseline_envelope,two_tank,6,bad_rmse_or_event,-0.029999999999999995,-0.0375,False,True
row_wise_strongest_baseline_envelope,two_tank,7,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,7,bad_rmse,-0.056666666666666664,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,7,bad_rmse_or_event,-0.056666666666666664,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,8,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,8,bad_rmse,-0.048888888888888885,-0.03888888888888889,False,True
row_wise_strongest_baseline_envelope,two_tank,8,bad_rmse_or_event,-0.048888888888888885,-0.03888888888888889,False,True
row_wise_strongest_baseline_envelope,two_tank,9,bad_event,0.0,0.0,False,True
row_wise_strongest_baseline_envelope,two_tank,9,bad_rmse,-0.015555555555555555,-0.005555555555555558,False,True
row_wise_strongest_baseline_envelope,two_tank,9,bad_rmse_or_event,-0.015555555555555555,-0.005555555555555558,False,True
