coverage,accepted_count,false_accept_count,false_accept_rate,system_id,seed,model_id,badness_target,bad_threshold,judge_id,uses_test_labels_for_scoring,calibration_only_normalization
0.05,4,0,0.0,heat_exchanger,5,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,1,0.14285714285714285,heat_exchanger,5,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,5,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,5,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,4,1.0,heat_exchanger,5,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,6,0.8571428571428571,heat_exchanger,5,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,5,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,5,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,5,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,5,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,6,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,6,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,6,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,6,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,4,1.0,heat_exchanger,6,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,7,1.0,heat_exchanger,6,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,6,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,6,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,6,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,6,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,7,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,7,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,7,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,7,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,4,1.0,heat_exchanger,7,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,7,1.0,heat_exchanger,7,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,7,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,7,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,7,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,7,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,8,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,8,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,8,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,8,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,4,1.0,heat_exchanger,8,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,7,1.0,heat_exchanger,8,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,8,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,8,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,8,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,8,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,9,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,9,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,9,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,9,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,4,1.0,heat_exchanger,9,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,7,1.0,heat_exchanger,9,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,9,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,9,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,4,0,0.0,heat_exchanger,9,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,7,0,0.0,heat_exchanger,9,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,0,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,0,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,0,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,0,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,0,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,0,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,0,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,0,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,0,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,0,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,1,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,1,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,1,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,1,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,1,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,1,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,1,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,1,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,1,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,1,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,2,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,2,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,2,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,2,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,2,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,2,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,2,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,2,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,2,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,2,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,3,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,3,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,3,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,3,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,3,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,3,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,3,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,3,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,3,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,3,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,4,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,4,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,5,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,5,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,6,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,6,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,7,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,7,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,8,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,8,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,ensemble_mlp,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,gradient_boosted_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,hold_last,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,linear_narx,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.05,3,0,0.0,two_tank,9,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
0.1,5,0,0.0,two_tank,9,mlp_state_space,bad_event,0.5,event_guarded_invariant_disagreement_support,False,True
